selection_manual_fix,weighted_votes
The Black Tower,1
The Blade,1
The Body Beautiful,1
The Box Theory,1
The Brides Of Dracula,1
The Bridges Of Madison County,1
The City Of God,1
The Clock: 1945,1
The Cobweb,1
The Color Purple,1
The Company Of Strangers,1
The Connection,1
The Consequences Of Feminism,1
The Conversation,1
The Cook The Thief His Wife & Her Lover,1
The Dark Knight,1
The Dead Zone,1
The Docks Of New York,1
The East Is Red,1
The End,1
The English Patient,1
The Falls,1
The Far Shore,1
The Fly,1
The Flying Train,1
The Four Horsemen Of The Apocalypse: 1920,1
The Fugitive,1
The Ghost,1
The Girl Can't Help It,1
The Golden Age Of Fish,1
The Haunting,1
The Hired Hand,1
The History Of The Seattle Mariners,1
The Hottest August,1
The Incredible Shrinking Man,1
The Irishman,1
The Island Of St. Matthews,1
The Killing Of A Chinese Bookie,1
The King Of Comedy,1
The Lady Vanishes,1
The Ladykillers,1
The Landlord,1
The Lives Of Others,1
The Long Day Closes,1
The Long Farewell,1
The Long Goodbye,1
The Long Gray Line,1
"The Making Of ""Monsters""",1
The Maltese Falcon,1
The Man I Killed,1
The Man Who Laughs,1
The Manchurian Candidate,1
The Master,1
The Miracle Of Morgan's Creek,1
The Miracle Worker,1
The Mystery Of Picasso,1
The Namesake,1
The New World,1
The Nine Muses,1
The Ninth Configuration,1
The Nutty Professor,1
The Palm Beach Story,1
The Parallax View,1
The Pawnshop,1
The Perfect Kiss,1
The Postman Always Rings Twice,1
The Prince And The Showgirl,1
The Prison In 12 Landscapes,1
The Producers,1
The Rain,1
The Red And The White,1
The Right Stuff,1
The Selfish Giant,1
The Seventh Victim,1
The Steel Helmet,1
The Straight Story,1
The Stranger's Return,1
The Sun Shines Bright,1
The Talented Mr. Ripley,1
The Tales Of Hoffmann,1
The Tall T,1
The Tarnished Angels,1
The Ten Commandments,1
The Terminator,1
The Thing From Another World,1
The Times Of Harvey Milk,1
The Travelling Players,1
The Two Towns Of Jasper,1
The Unbearable Lightness Of Being,1
The United States Of America,1
The Unknown,1
The Virgin Spring,1
The Wind,1
The Wind Rises,1
The Wiz,1
The Wolf Of Wall Street,1
The Women,1
There's Always Tomorrow,1
There's Something About Mary,1
They All Laughed,1
"They Shoot Horses, Don't They?",1
They Were Expendable,1
Thief Or Reality,1
Things Behind The Sun,1
Throne Of Blood,1
To Have And Have Not,1
Tongnian Wangshi,1
Toni,1
Tonsler Park,1
"Too Early, Too Late",1
Tootsie,1
Topaz,1
Touching The Void,1
Tristana,1
Trouble In Mind,1
Turumba,1
Twin Peaks: 1977,1
Twin Peaks: 1990-2017,1
U.s. Go Home,1
Ukigumo,1
Ukigusa,1
Umarete Wa Mita Keredo,1
Umberto D.,1
Un Homme Qui Crie,1
Un Jour Pina A Demandé,1
Una Giornata Particolare,1
Unfaithfully Yours,1
Vale Abraão,1
Valerie A Tyden Divu,1
Van Gogh,1
Variety,1
Vengeance,1
Vidas Secas,1
Vision In Meditation 1,1
Voluptuous Sleep,1
Vredens Dag,1
"Wait Till The Sun Shines, Nellie",1
Waiting For Guffman,1
Walking And Talking,1
Wall-E,1
War And Peace: 1956,1
Warm Broth,1
Warnung Vor Einer Heiligen Nutte,1
Water And Power,1
Weather Diary 1,1
Week End,1
Welcome To The Dollhouse,1
West Side Story,1
What Goes Up?,1
What Now? Remind Me,1
"What's Opera, Doc?",1
What's Wrong With This Picture?,1
When The Day Breaks,1
When Tomorrow Comes,1
Who's Afraid Of Virginia Woolf?,1
Whoopee!,1
Wild Strawberries,1
Withnail & I,1
Witness,1
Witness For The Prosecution,1
Wo Hu Zang Long,1
Woman's Revenge,1
Woodstock  3 Days Of Peace & Music,1
Working Girls: 1931,1
Xala,1
Y Tu Mamá También,1
Yabu No Naka No Kuroneko,1
Ying,1
Yol,1
Young Frankenstein,1
Yourself And Yours,1
Zacharovannaya Desna,1
Zapruder Kennedy Assassination Film,1
Zéro De Conduite,1
Zodiac,1
Zombi 2,1
Zui Quan Ii,1
Zuihaode Shiguang,1
(Tie) The Passion Of Joan Of Arc & Mother Joan Of The Angels,0.5
2046,0.5
24 Frames,0.5
3 Faces,0.5
A Colour Box,0.5
"Ai Yo Jinrui To Tomo (Love, Be With Humanity)",0.5
Aparajito,0.5
Apur Sansar,0.5
Araya,0.5
Ash Is Purest White,0.5
Astenichesky Sindrom,0.5
Ba Wang Bie Ji,0.5
Badkonak-E Sefid,0.5
Battling Butler,0.5
Beychella,0.5
Bound,0.5
Bouquets,0.5
But I'm A Cheerleader,0.5
Canoa,0.5
Casque D'or,0.5
Cries And Whispers,0.5
Dante Quartet,0.5
Death In Venice,0.5
Dema Dirîreskan (Blackberry Season),0.5
Diablo Nunca Duerme (The Devil Never Sleeps),0.5
"Diaries, Notes & Sketches: Walden",0.5
Doctor Zhivago,0.5
Dodes'ka-Den,0.5
Dog Star Man,0.5
Dolgie Provody,0.5
Eega,0.5
El Lugar Sin Limites,0.5
Empire,0.5
Enamorada,0.5
Five Year Diary,0.5
Funny Games,0.5
Funny Girl,0.5
Gammelion,0.5
Gav,0.5
"Germania, Anno Zero",0.5
Ginger Snaps,0.5
Häxan,0.5
Histoires D'amérique,0.5
Hours For Jerome I & Ii,0.5
I Hired A Contract Killer,0.5
I Pugni In Tasca,0.5
I'm Your Man,0.5
If....,0.5
In The Stone House,0.5
Insan,0.5
It Has To Be Lived Once And Dreamed Twice,0.5
It's A Gift,0.5
It's Such A Beautiful Day,0.5
Kes,0.5
Kurak Günler,0.5
L' Amour À Mort,0.5
L'eau De La Seine,0.5
L'homme Atlantique,0.5
La Batalla De Chile: La Lucha De Un Pueblo Sin Armas: La Insur Eccion De La Burguesia,0.5
Land Of Silence And Darkness,0.5
Language Lessons,0.5
Le Plaisir,0.5
Le Voyage Dans La Lune,0.5
Listen To Britain,0.5
Loves Of A Blonde,0.5
Macario,0.5
Macunaíma,0.5
Manakamana,0.5
Miss Universo En El Perú,0.5
Monangambee,0.5
Muriel's Wedding,0.5
My Survival As An Aboriginal,0.5
Na Srebrnym Globie,0.5
Ohayo,0.5
On The Waterfront,0.5
Once Upon A Time In America,0.5
Opção As Rosas Da Estrada,0.5
Outer And Inner Space,0.5
Passacaglia Y Fuga,0.5
Passing,0.5
Point Break,0.5
Poosteh,0.5
Porco Rosso,0.5
Promising Young Woman,0.5
Qabyo 2,0.5
Recreation I And Ii,0.5
Republic Steel Strike Riot Newsreel Footage,0.5
Rocky,0.5
Se7en,0.5
Sense And Sensibility,0.5
Seven Songs From The Tundra,0.5
Sommarnattens Leende,0.5
Spalovac Mrtvol,0.5
Summer Holiday,0.5
Sweet Movie,0.5
Sylvester,0.5
Tambaku Chaakila Oob Ali (Tobacco Embers),0.5
Tavaszi Zápor,0.5
Testament: 1988,0.5
The Automat,0.5
The Big Sleep,0.5
The Dreams Of The Centenarians,0.5
The Holy Mountain,0.5
The Interview,0.5
The Mortal Storm,0.5
The Peanut Butter Falcon,0.5
The Red Balloon,0.5
The River: 1929,0.5
The Shawshank Redemption,0.5
The Station Agent,0.5
The Tale Of The Princess Kaguya,0.5
The Trial Of The Chicago 7,0.5
The Underground Railroad,0.5
The Wedding March,0.5
The Wonders,0.5
There Is No Evil,0.5
Timeless Bottomless Bad Movie,0.5
Tres Tristes Tigres,0.5
"Two Cars, One Night",0.5
Umut,0.5
Under Snow,0.5
Unrest,0.5
Uski Roti,0.5
Vice,0.5
Vietnam War,0.5
W.r. - Mysteries Of The Organism,0.5
Yaaba,0.5
Yawar Mallku,0.5
Ze Soboty Na Nedeli,0.5
An Elephant Sitting Still,0.3333333333333333
La Vida Perra De Juanita Narboni,0.3333333333333333
Stars In Broad Daylight,0.3333333333333333
The Night Of The Iguana,0.3333333333333333
Tlamess,0.3333333333333333
